artist,title,artist_id,master_id,main_release_id,release_country,year,album_length,tracks,release_type,genres,styles,artist_profile
Direct Hits,Soundtrack To The Film 'Sunny Honey Girl',453008,,6629893,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",['Mod'],"From South London, The Direct Hits were formed in 1980 from the ashes of previous incarnation [a1632822].  The original drummer was [a5598954].  Only live shows and a few demos were made with this line-up.  Then [a1261607] took over for a few months before quitting, whereupon Brian Grover took up the role.  Lastly [a4797873] became the final drummer as the Direct Hits were about to split, and for subsequent one-off gigs.
After meeting Dan Treacy in 1981, the band started recording for the Whaam! record label.  After releasing a single and album, the band's future releases were all on their own imprints, apart from Speed Over Berlin.
Despite constant gigging in Britain and Europe with several excellent releases, the band never broke into the mainstream and folded in 1987, reforming for a one-off performances in Autumn 1988, 2004 and 2017."
The Big Heat (3),Boogiemen,5204021,,8904574,UK,2004,0.0,16,['Album'],"['Rock', 'Blues']","['Rock & Roll', 'Rockabilly', 'Boogie Woogie', 'Rhythm & Blues']","The Big Heat are eight-piece Rhythm & Blues outfit who have rapidly become one of the UK's mightiest music machines. The pump out Jumpin', Swingin', Red Hot & Rockin' Jump Blues - their style taken from late 1940s & '50s - the prime time of Rhythm & Blues.
The Big Heat's foundation stone is the solid rhythm section of driving boogie piano, double bass and drums. Then the tough sounding Blues guitar explodes, complimented by a honkin' horn section of tenor & baritone saxes topped with a wailing trumpet. Powerhouse vocals provided by John 'Widemouth' Wilson complete the lineup.
Prepare for a fabulous musical journey from New York to New Orleans, from East to West across the golden age of music. The Big Heat have one of the classiest repertoires in the business mixing superb original material with as a barrel-load of powerhouse rhythms of great Blues artists such as Amos Milburn, T-Bone Walker, Freddy King, Johnny 'Guitar' Watson, Big Joe Turner and Wynonie Harris.
Grab the CD, and then catch The Big Heat on stage as they travel far and wide around the land, performing at festivals and music venues, which to date have included such high-profile events as Birmingham Jazz Festival, The Jiving Jamboree, The Rhythm Review, Edinburgh Jump Weekender, Bures Jazz & Blues Festival, Sheffield Blues & Jazz Festival, The Swing Cats Ball, Burnley Blues Festival, Vegas Scotland and many others."
Contrast (17),Right Equation,4242190,,6630031,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",['Mod'],"UK mod band (active mid 00s)

James Dand - Guitar & Vocals
Mathew Stanley - Bass
Richard Sage - Drums / Backing Vocals"
Primae Noctis,Necrocosm,7895107,,15341329,UK,2004,29.97,17,['Album'],"['Electronic', 'Rock']","['Black Metal', 'Industrial', 'Noise']",
Stick Finlays,Progress On Paper,3560281,,27871716,UK,2004,0.0,8,['Album'],"['Rock', 'Pop']",['Pop Rock'],
Scary Bitches,Creepy Crawlies,162171,,1635402,UK,2004,61.7,12,['Album'],"['Electronic', 'Rock']","['Goth Rock', 'Deathrock']",British goth rock / deathrock band founded in 1999. 
Never The Bride,Live At ULU,305589,,8109236,UK,2004,0.0,11,['Album'],"['Rock', 'Blues']",[],Blues rock band
Iron Maiden,Dance of Death Tour - Manchester M.E.N - 09/12/03,251595,,6492242,UK,2004,0.0,21,"['Album', 'Unofficial Release']",['Rock'],['Heavy Metal'],"English heavy metal band formed in Leyton, East London, in 1975 by bassist and primary songwriter [a=Steve Harris]. 

Band members:

[b]Vocals[/b]
[a=Paul Mario Day] (1975-1976)
[a=Dennis Willcock] (1976-1977)
[a=Paul Di'Anno] (1978-1981)
[a=Bruce Dickinson] (1981-1993 and 1999-present)
[a=Blaze Bayley] (1994-1998)

[b]Guitar[/b]
[a=Terry Rance] (1975-1976)
Dave Sullivan (1975-1976)
[a=Dave Murray (2)] (1976-1977 and 1978-present)
[a=Bob Sawyer (3)] (1977)
[a=Terry Wapram] (1977-1978)
[a=Paul Cairns (2)] (1978-1979)
[a=Paul Todd] (1979)
[a=Tony Parsons (3)] (1979)
[a=Dennis Stratton] (1979-1980)
[a=Adrian Smith (2)] (1980-1990 and 1999-present)
[a=Janick Gers] (1990-present)

[b]Bass[/b]
[a=Steve Harris] (1975-present)

[b]Drums[/b]
[a=Ron ""Rebel"" Matthews] (1975-1977)
Barry ""[a=Thunderstick]"" Purkis (1977)
[a=Doug Sampson] (1977-1979)
[a=Clive Burr] (1980-1982)
[a=Nicko McBrain] (1982-present, not touring since 2024)
[a=Simon Dawson (3)] (2025, live performances only)

[b]Keyboards[/b] 
[a=Tony Hustings-Moore] (1977)
[a=Michael Kenney] (1986-present, live performances only, not a full member)

Winner of 1 Grammy Award:
Metal Performance for ""El Dorado"" from [m=267863].
"
Thighpaulsandra,Rape Scene,73897,,320409,UK,2004,46.3,3,['Album'],"['Electronic', 'Rock']","['Avantgarde', 'Experimental', 'Prog Rock']","Born June 19 in Pontypridd, Wales to a family of musicians, his grandfather being a conductor and mother, [a=Dorothy Lewis], an opera singer. He was frequently taken to classical concerts from an early age and studied French horn, church organ and piano.
He had a band in school with odd combinations of instruments. He has worked as a session musician for unmentionable acts as well as a recording engineer and spent 8 years working in a psychiatric hospital as a staff nurse.
As engineer, he met [a114566]. They got along very well, both being Krautrock fans and Cope asked him to join his group. He worked with Cope until 2004. He was also a member of [a3551] from 1997 to 2008. 
Also in 1997, [a52098] met Thighpaulsandra at a concert. Both had been fans of each other and Balance asked him to join [a660]. Balance said ""He is a wonderful bright Pagan STAR in his own rite and I are very happy he accepted my invitation. Now we are 5 sided. Pentagrammatical. Complete."" His involvement with Coil lasted till the death of John Balance in 2004 when the group split up. He has an ongoing project to remaster and release live Coil material that he was part of through his website.
Since August 2021 he has been playing live and recording as a member of [a=Hawkwind].
"
The Cadillac Kings,Highway 17,5821358,,11124170,UK,2004,0.0,14,['Album'],"['Rock', 'Blues']","['Boogie Woogie', 'Rhythm & Blues']","Firm favourites on the blues, r&b, rock & roll & swing dance scenes, The Cadillac Kings feature five of the UK's top roots musicians. Mike Thomas: vocals, harmonica, slide guitar, Mal Barclay: lead guitar, vocals, Tim Penn: piano, accordion, vocals,  Roy Webber: drums, vocals, and Paul Cuff: double bass, Fender bass. Inspired by early rhythm & blues styles with a distinctly modern take lyric-wise, this is a band that has earned a reputation for wowing audiences from night clubs to festivals, from theatres to dance halls, the length & breadth of the UK & Europe, from the Canary Islands to the Arctic circle"
Roadhouse (6),No Place To Hide,4950887,,8275777,UK,2004,54.93,10,['Album'],"['Rock', 'Blues']",[],
Unit (6),Dare To Be Different,307044,,2862797,UK,2004,75.13,21,['Album'],"['Pop', 'Rock']","['Pop Rock', 'Punk', 'Experimental', 'Prog Rock']","In the beginning (circa 1981), there was [a=The Apostles (3)]. After that was the formation of [a=Academy 23], who then changed their name to Unit in 1994.  Since Williams, Coles, and Burton left in 2000 Unit has been through numerous line-ups, each one recording an album musically different from the last.  As far as the music is concerned, the band have tried their hand(s) at such forms as post-punk, prog rock, pop, avant garde, jazz and free improv, rendering any attempts at defining the 'type' of band they are as quite futile. "
The Guv'nors (4),Official Bootleg - Ealing Blues Festival 2004,5307594,,8333598,UK,2004,79.03,15,['Album'],"['Rock', 'Blues']",[],
Hot Chip,Coming On Strong,159840,,19362925,UK,2004,51.08,11,['Album'],"['Electronic', 'Rock']","['Leftfield', 'Lo-Fi', 'Downtempo']","Hot Chip are an English indie dance band formed in London in 2000. The group consists of multi-instrumentalists Alexis Taylor, Joe Goddard, Al Doyle, Owen Clarke, and Felix Martin, supplemented by Rob Smoughton and Leo Taylor for live performances and studio recordings."
Black Atom,The Tie That Binds,4272385,,11701678,UK,2004,0.0,8,"['Album', 'Stereo']",['Rock'],['Heavy Metal'],
The Archers (2),The Archers,2658630,,6477669,UK,2004,0.0,13,"['Album', 'EP']",['Rock'],[],"Guitar / Vocals: Sarane Brouk
Guitar / Vocals: Idir Brouk (on 1st release only)
Bass: Jonny Martin
Drums: Tim Sadler"
Sinocence,Acceptable Level Of Violence,1901387,,9499084,UK,2004,0.0,5,"['Album', 'Promo']",['Rock'],['Thrash'],"Metal/Rock/Thrash from Belfast, Ireland

Sinocence are Ireland’s premier Metal act, based in Belfast, Northern Ireland. The band are in the process of completing a trilogy of EP’s under the ‘No Gods, No Masters’ banner. Vol 1 has been released (2013) and been heralded as “Ambitious & Awesome!” Vol 2, the latest of the trilogy is set for release on Mar 14th, 2015. 

Vocals/Guitar - Moro
Lead Guitar - Anto
Bass - Jim
Drums - Davy"
Fag Ash Lil (2),Not Sorry,8207685,,16068975,UK,2004,26.07,6,['Mini-Album'],['Rock'],[],
The Legendary Ten Seconds,Chasing Chances,1561836,,8772106,UK,2004,0.0,12,"['Album', 'Stereo']",['Rock'],['Indie Rock'],
Supernauts (2),Supernauts,7138092,,25977055,UK,2004,0.0,8,['Mini-Album'],['Rock'],[],
Drive Like You Stole It,Frequency,5149383,,9314087,UK,2004,27.2,7,['Mini-Album'],['Rock'],['Post Rock'],
Crazy Jay & The Partytimers,Lookin' At You,4059573,,6166218,UK,2004,0.0,11,"['Album', 'Stereo']",['Rock'],"['Rock & Roll', 'Rockabilly']",
Politicide,Tail Of Erik,399737,,2236102,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Punk'],
Area 39 (2),Stand Alone Together,8710450,,17237659,UK,2004,29.92,6,"['Album', 'Stereo']",['Rock'],['Prog Rock'],
Divide,When All Else Fails,2100613,,6023163,UK,2004,18.23,7,['Mini-Album'],['Rock'],['Hardcore'],"Hardcore band from Glasgow, Scotland."
The Organ,Grab That Gun,350713,,31850621,UK,2004,29.95,11,"['Album', 'Promo']",['Rock'],"['Pop Rock', 'Indie Rock']","Canadian indie pop band formed in 2001 in Vancouver, British Columbia. They officially broke up on December 7, 2006, due to illness and personal conflicts in the band.

Members: 
Katie Sketch (vocals)
Jenny Smyth (organ)
Debora Cohen (guitar)
Ashley Webber (bass guitar, 2001-2005)
Shmoo Ritchie (bass guitar, 2005-2006)
Shelby Stocks (drums)
"
Zucchini,Fallen Star,386452,,14950123,UK,2004,0.0,9,"['Album', 'Limited Edition']",['Rock'],['Hard Rock'],"Ross Page
JmeJ
Adam Heart
Dave Howell"
Present From The Cupboard,Everything Went Burberry - A Selection of Previously Unreleased Recordings 2003 to 2004,7690959,,14857424,UK,2004,0.0,6,"['CD-ROM', 'Album']",['Rock'],"['Punk', 'Noise']",
Picture Center,committed to lo-fi packaging,550099,,16249447,UK,2004,0.0,13,"['CD-ROM', 'Album']",['Rock'],"['Indie Rock', 'Post Rock']",
Celtic Assault,Society's Creation,5522805,,9720068,UK,2004,0.0,7,"['Album', 'Partially Unofficial']",['Rock'],['Heavy Metal'],"Metal band from Swansea, Wales."
The Ghost Who Walks,Mortal Coil,797514,,9770307,UK,2004,0.0,12,['Album'],"['Rock', 'Pop']",[],
Since I Was A Little Girl,Good Morning Sunshine ...And Goodnight,1383506,,5432632,UK,2004,0.0,14,['Album'],"['Rock', 'Pop']",['Indie Rock'],
Galus (3),Songs From The Capricorn Room,7718870,,14921053,UK,2004,0.0,14,['Album'],"['Rock', 'Pop']","['Pop Rock', 'Indie Rock']",
Bob Daisley,Bridges,270158,,4187065,UK,2004,0.0,10,['Album'],"['Rock', 'Blues']",['Blues Rock'],"Australian bassist and songwriter, born February 13, 1950 in Sydney, Australia."
Marc Carlton,Still,5042149,,12174943,UK,2004,50.57,10,['Album'],"['Electronic', 'Rock']","['Prog Rock', 'Ambient']",
The Smiling Strangers (2),Dangerous Times,5564027,,9820315,UK,2004,0.0,11,['Album'],"['Rock', 'Pop']",[],
Namelessmusic,Truth,13654945,,28607602,UK,2004,0.0,11,['Album'],"['Rock', 'Pop']","['Pop Rock', 'Indie Pop']",
Carter The Unstoppable Sex Machine,BBC Live In Concert 1991-94,27546,,2468419,UK,2004,0.0,22,['Album'],"['Electronic', 'Rock']","['Synth-pop', 'Indie Rock']","English indie rock band founded in 1988 in London by singer Jim ""Jim Bob"" Morrison and guitarist Les ""Fruitbat"" Carter from the ashes of [a1092004].

In 2014, Carter USM reconvened for its final performances. On November 22nd that year, the last show was played at [l296310].

Often introduced at concerts as ""The best kick arse Rock 'n' Roll band in the whole god damn world""."
Rome Burns,Non Specific Ghost Stories,396736,,2358744,UK,2004,45.3,10,['Album'],"['Electronic', 'Rock']",['Goth Rock'],Rome Burns is an alternative rock / post-punk / goth rock band from UK.
CatDesigners,Strange Little Creature,2745285,,3594672,UK,2004,37.28,10,['Album'],"['Pop', 'Rock']",['Pop Rock'],
Action Directe,Counterculture,261653,,3956150,UK,2004,0.0,14,['Album'],"['Electronic', 'Rock']","['Punk', 'Industrial']","Additional members: Corin Zero, DJ DeadGuy"
Jiggery-Pokery,One Colour Blue,9638296,,19432552,UK,2004,0.0,12,['Album'],"['Rock', 'Pop']",[],
Acoustic Ladyland,Camouflage,362227,,1925433,UK,2004,59.92,8,['Album'],"['Jazz', 'Rock']","['Art Rock', 'Jazz-Rock']","Acoustic Ladyland was a London-based jazz-punk band formed in 2001 and disbanded in 2010.

Line-up:
Pete Wareham - saxophones
Tom Cawley - keyboards
Tom Herbert - bass
Seb Rochford - drums
"
John Francis,John Francis,524115,,19669249,UK,2004,0.0,10,"['LP', 'Album', 'Stereo']",['Rock'],"['Alternative Rock', 'Art Rock', 'Lo-Fi', 'Post Rock']","UK singer and songwriter widely associated with Exeter punk rock scene. A member of Urge (1977-79), later formed his own band, then known as Lou Reichner."
Ictus (10),900 Pounds Later,3974768,,16290603,UK,2004,28.02,8,"['Mini-Album', 'Stereo']",['Rock'],['Pop Punk'],
Dragonflies Draw Flame,Eyes Closed; Asleep In The Storm,534970,,11449275,UK,2004,0.0,6,"['Mini-Album', 'EP']",['Rock'],['Indie Rock'],
Holocaust (4),The Nightcomers/The Courage To Be,264289,,29584027,UK,2004,48.8,25,"['Album', 'Reissue']",['Rock'],['Heavy Metal'],"NWOBHM band.

Hailing from Edinburgh, Scotland, Holocaust were formed in the late '70s, and featured vocalist Gary Lettice, guitarists John Mortimer and Ed Dudley, bassist Robin Begg, and drummer Nicky Arkless. Like many New Wave of British Heavy Metal bands, Holocaust cut their teeth in local clubs during the waning days of punk, before finally scoring an independent record deal and issuing 1981's seminal The Nightcomers. Though commercially unsuccessful, the album has remained a favorite of the genre and was later cited as a major influence by members of Metallica, who covered the song 'The Small Hours' from the band's subsequent release, 1983's Live -- Hot Curry and Wine.

In 1983, guitar player Ed Dudley left the band, forming and releasing an album under the name [a=Hologram (8)]. Mortimer retained the name Holocaust. A sticker on the cover of Hologram's only album, [url=https://www.discogs.com/Hologram-Steal-The-Stars/release/3111675]Steal The Stars[/url] stated that Holocaust was now Hologram.

The band was already experiencing internal strife and fell apart before the recording of 1984's disjointed No Man's Land, which featured sole surviving original member John Mortimer handling vocals, guitars, and bass, and backed by drummer Steve Cowen. Five years would pass before the duo (along with bassist David Rosie) resurrected Holocaust once again, going on to release a number of solid efforts, including 1989's The Sound of Souls, 1992's Hypnosis of Birds, 1996's Spirits Fly, 1997's Covenant and 2000's The Courage To Be. 2003 saw the band's work collected on the anthology Smokin Valves as well as the full-length record ""Primal"". In 2013 John Mortimer gathered the Primal-line-up for the yet-to-be-released ""Sweet Liberty"", touring heavily and releasing a digital EP called ""Expander""."
Alien Zoo,Zephanom,7098381,,13488579,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']","['Indie Pop', 'Indie Rock', 'Psychedelic Rock']",
The Barcodes (2),Independently Blue,4530428,,5259474,UK,2004,0.0,13,['Album'],"['Rock', 'Blues']",['Blues Rock'],
Psycho Babble,Sounding Off,5720265,,13796737,UK,2004,0.0,12,['Album'],"['Rock', 'Pop']","['Indie Rock', 'Alternative Rock', 'New Wave', 'Punk', 'Rock & Roll', 'Pop Punk']","Andy Ruff - Guitar
Leon Powers- Vocals/guitar
Adam Bathurst - Bass
Darius Rowland - Drums

former members:-
Den Errington- Bass
Mark Boyle - Vocals/Guitar
Mike Bennet - Drums
Eric Webb -Keys
Neil Sendall - Drums"
Hanging Onto Harry,Lovebeads,4343422,,15681163,UK,2004,38.07,10,['Album'],"['Rock', 'Blues']","['Blues Rock', 'Rhythm & Blues']",
Britonica,Dead Lizard Removal,14376506,,30243125,UK,2004,0.0,13,['Album'],"['Rock', 'Pop']","['Alternative Rock', 'Indie Rock', 'Indie Pop', 'Britpop']",
Moon Dogs,The Blues'll Get Ya',5009695,,8422460,UK,2004,50.95,12,['Album'],"['Rock', 'Blues']",[],Blues Rock band from the UK.
The Declined,Sixes & Sevens,5220063,,9116423,UK,2004,0.0,7,['Mini-Album'],['Rock'],"['Pop Punk', 'Punk', 'Ska']",Steven 'Mario' Wisniewski - Vocals & Guitar; Alan Glen - Vocals & Guitar; Tam Chalmers - Drums & B.Vocals; Craig Hayworth - Bass & B.Vocals
The Negatives (3),Wool City Rockers,1785136,,12528266,UK,2004,0.0,6,['Mini-Album'],['Rock'],['Punk'],"Punk band from Bradford, England"
Sun Dial,Live & Rehearsal 1991,244034,,1570525,UK,2004,41.32,5,"['Album', 'Limited Edition', 'Numbered']",['Rock'],['Psychedelic Rock'],"Psychedelic rock act from UK.

Not to be confused with Polish electronic downtempo group [A=Sundial Aeon].

Sun Dial has had different line-ups but is essenitally [a288753]'s solo project. It has influenced the modern revival of psychedelia and spacerock. He formed Sun Dial in the late 1980s crafting a distinct sound incorporating swirling guitars, ethereal vocals and hypnotic melodies, combining elements of psychedelia, shoegaze and space rock. With influences ranging from The Beatles to Hawkwind, the band's discography spans multiple genres and styles, incorporating elements of ambient, electronics, indie and folk music into sonic soundscapes, some of which can be found on the trilogy of albums spanning 2012-2018 (Mind Control, Made In The Machine and Science Fiction), while the self-titled album from 2010 can be filed under metal."
Korvus,Dark Desires,1911014,,12829635,UK,2004,0.0,5,"['Mini-Album', 'Limited Edition']",['Rock'],['Black Metal'],
Jackdaw 4,Gramophone Logic,1703724,,5238059,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",['Power Pop'],
prp Group,Today Was The Happiest Day Of Your Life,2520629,,3505218,UK,2004,0.0,5,['Album'],"['Electronic', 'Rock']","['Alternative Rock', 'Experimental']","Yorkshire (UK) based experimental rock group since 2000, formed by three members of [a=Rancid Poultry]."
Paul Roberts and the Faith Band,Tracks - Days of View,14089609,,29615422,UK,2004,0.0,22,['Album'],"['Rock', 'Pop']",[],"The Faith Band was formed in 1999 by Paul Roberts who was con-currently the lead singer with [a=The Stranglers], following the release of a solo single ""God"" - originally penned for and was performed by The Stranglers. After leaving The Stranglers in May 2006, the Faith Band underwent a name change, becoming [a=Soulsec]."
Pro Bumba,Colony,7788694,,15082225,UK,2004,0.0,11,['Album'],"['Electronic', 'Rock']","['Downtempo', 'Electro', 'Breakbeat']",
Mr Luggs,Caluggüla,3256677,,9604604,UK,2004,36.37,8,['Album'],"['Rock', 'Pop']",['Indie Rock'],
Popi Brzo,Fat Chance,3487098,,4961125,UK,2004,0.0,7,['Album'],"['Rock', 'Pop']","['Soft Rock', 'Pop Rock']",
Eric Loren,Soul Migration,7526040,,14490873,UK,2004,0.0,10,['Album'],"['Rock', 'Pop']",[],"Iranian-born actor/voice over artist who made his TV debut 1990. Originally from Boston, Eric trained at the Central School of Speech and Drama in London. His theater work includes World and British Premieres in the West End, Royal Court, Soho, Kings Head, Bush and Hampstead Theaters. His television work includes Mr. Diagoras and the Dalek Sec in Doctor Who, as well as regular and guest leads in numerous series, and his film work includes Red Lights, Mr Nice, The Fourth Kind, Memphis Belle, and Saving Private Ryan."
Iron Maiden,Maiden Voyage ,251595,,14484115,UK,2004,0.0,13,"['Album', 'Unofficial Release']",['Rock'],"['Heavy Metal', 'Hard Rock']","English heavy metal band formed in Leyton, East London, in 1975 by bassist and primary songwriter [a=Steve Harris]. 

Band members:

[b]Vocals[/b]
[a=Paul Mario Day] (1975-1976)
[a=Dennis Willcock] (1976-1977)
[a=Paul Di'Anno] (1978-1981)
[a=Bruce Dickinson] (1981-1993 and 1999-present)
[a=Blaze Bayley] (1994-1998)

[b]Guitar[/b]
[a=Terry Rance] (1975-1976)
Dave Sullivan (1975-1976)
[a=Dave Murray (2)] (1976-1977 and 1978-present)
[a=Bob Sawyer (3)] (1977)
[a=Terry Wapram] (1977-1978)
[a=Paul Cairns (2)] (1978-1979)
[a=Paul Todd] (1979)
[a=Tony Parsons (3)] (1979)
[a=Dennis Stratton] (1979-1980)
[a=Adrian Smith (2)] (1980-1990 and 1999-present)
[a=Janick Gers] (1990-present)

[b]Bass[/b]
[a=Steve Harris] (1975-present)

[b]Drums[/b]
[a=Ron ""Rebel"" Matthews] (1975-1977)
Barry ""[a=Thunderstick]"" Purkis (1977)
[a=Doug Sampson] (1977-1979)
[a=Clive Burr] (1980-1982)
[a=Nicko McBrain] (1982-present, not touring since 2024)
[a=Simon Dawson (3)] (2025, live performances only)

[b]Keyboards[/b] 
[a=Tony Hustings-Moore] (1977)
[a=Michael Kenney] (1986-present, live performances only, not a full member)

Winner of 1 Grammy Award:
Metal Performance for ""El Dorado"" from [m=267863].
"
Daevid Allen,Melbourne Studio Tapes,10354,,512891,UK,2004,55.47,10,"['Album', 'Limited Edition']",['Rock'],"['Psychedelic Rock', 'Prog Rock']","Daevid Allen (born January 23, 1938, Melbourne, Victoria, Australia – died March 13, 2015, Australia) was an Australian poet, guitarist, singer, composer and performance artist. He was co-founder of the psychedelic rock groups [a152680] (in the UK, 1966) and, with his former partner [a258438], [a10346] (in France, 1967). Father of [a299554] and [a3180125]."
Royal Family And The Poor,North-West Soul,23694,,640187,UK,2004,68.65,13,['Album'],"['Electronic', 'Rock']","['New Wave', 'Experimental', 'Ambient']","Originally formed 1978 by [a=Michael Anthony Keane] (sound effects) and [a=Arthur McDonald] (vocals), their sound was created by dismantling a radio receiver and wiring it up to a small analog synthesizer & connecting them both to an old stereo gram. This could then be manipulated by moving magnets around the receiver in the radio. In fact the oblique band moniker soon became the identity of just one man, [a=Michael Anthony Keane], whose chequered history is a complicated tale of perseverance in the face of adversity. After sending a tape with sound frequencies and rap, they were signed by [l=Factory].

1979 RFATP were joined by [a=Nathan McGough] (bass) and [a=Phil Hurst] (drums), and Mike Keane took over vocals, guitar and keyboards. Played at the Moonlight Club in London supporting Joy Division.
By 1980 Phil Hurst left to join Hollycaust and was replaced by [a=Donald Johnson].

The end of 1981 and into the following year saw the Royal Family revert back to the original duo, playing their final gig at Plato's Ballroom (which Arthur & Nathan had set up as a venue). Arthur then moved to Newcastle and Mike got involved in solo projects and also formed Legend Agency & the Project

1984 Mike Keen is resurrecting the Royal Family with himself, [a=John Neesham] on violin, [a=Peter Hook] on drums, vocals, keyboards, [a=Lita Hira] on keyboards, and [a=Chris Jones] (vocals). Mike Keane is touring the UK at this point with [a=Stockholm Monsters].

In 1985, The Royal Family & The Poor left Factory Records and Mike Keane formed his own record label, Gaia Communications World Network. They quickly released one LP and a 12"" single, as well as recording an entire collection of new material before the distribution company Red Rhino collapsed, effectively wiping-out the label over night.
1984/85 also sees another complete new line-up: Mike Keane (vocals, keyboards, guitar, percussion), [a=Karen Halewood] (keyboards), [a=John Walsh (2)] (bass, guitar), [a=Ambrose Reynolds] (bass, percussion), [a=Jeff Turner (3)] (saxophone, guitar, violin), [a=Kif Cole] (percussion). This line up toured with New Order.

1986 saw Jeff, Karen and Kif depart and to be replaced by Paula Simms (vocals), [a=John Metcalfe] (violin) and Judith Laity (cello). Touring Holland.

In 1987 RFATP recruites [a=Simon Crab] (vocals, keyboards), [a=Merlin Shepherd] (saxophone), [a=Andy Frizell] (bass). Band toured Germany & Belgium.
Pete Fuck (aka Pic Meter, Peter Jones, Cosmic) played keyboards in 1987 (then aged 19), but didn’t do any gigs.

In 1995 ""Gaia Communications World Network"" is re-launched, releasing the third audio release by Gaia Records, recorded during 1989-1990, a CD LP release titled, ""Songs For The Children Of Baphomet: A Musickal Celebration on the Theme of Magick and A Tribute to The Life & Works Of Aleister Crowley, (1875 - 1947)"".

In 2004 another release followed: ""North West Soul"" on The Boutique Label. In 2010 Arthur McDonald self-released a new album titled ""The Pope's Daughter"" under the RFATP moniker, though this project did not involve Mike Keane."
Howards Alias,The Answer Is Never,918301,,6478802,UK,2004,0.0,16,['Album'],"['Rock', 'Reggae']","['Punk', 'Ska', 'Indie Rock']","Band in the modern UK underground punk scene, formed in 1999 in Southampton, disbanded in 2008. Their music blends an eclectic mix of rock, progressive, punk and ska influences."
Lights Out By Nine,Make Your Own Luck,3229784,,24469772,UK,2004,46.38,12,['Album'],"['Rock', 'Blues']",['Blues Rock'],
The Limbic System,The Limbic System,1471359,,1796117,UK,2004,0.0,7,['Album'],"['Jazz', 'Rock']","['Avantgarde', 'Experimental']",
Spank The Monkey (5),Year Of The Monkey,4953716,,8283249,UK,2004,68.73,15,['Album'],"['Rock', 'Blues']",[],"Their live performances introduce younger audiences to the glory that is British R and B whilst reminding more senior onlookers of the halcyon days of such luminaries as the early Stones, Dr Feelgood and the Yardbirds."
The Collectiv,Untitled,6298678,,11549268,UK,2004,48.8,9,['Album'],"['Electronic', 'Rock']","['Dub', 'Drum n Bass', 'Psychedelic Rock']",
Ampersand (10),Express Level Down,2593768,,6314130,UK,2004,63.53,5,['Album'],"['Electronic', 'Rock']","['Avantgarde', 'Experimental', 'Abstract', 'Drone']",
David Foster (2),Open Road,660880,,2332475,UK,2004,44.33,10,['Album'],"['Pop', 'Rock']","['Prog Rock', 'Symphonic Rock']","British singer, songwriter, and bass player who was musically active from the early-1960s to his death in 2017.

At 14 he was in his first band 'The Warriors'. They split-up in 1967 in Frankfurt, and Foster joined a band called 'The Big Sound', touring Scandinavia. Returning to London in '68 he formed 'Sleepy' with Rod Hill. In 1969, Foster teamed up once again with Jon Anderson (also ex-Warriors) who was then with '[a=Yes]' and together they wrote 'Sweet Dreams', and 'Yours Is No Disgrace'. In 1970, he formed his next band 'Accrington Stanley', before going on to form '[url=https://www.discogs.com/artist/1162882-Badger-5]Badger[/url]' with Tony Kaye, in 1972. They only recorded one album, 'One Live Badger'.

[b]Born:[/b] 6th September 1946, in Liverpool, Lancashire, England.
[b]Died:[/b] 2nd November 2017, in Scotland"
Bob Dylan,Dylan Country - At Glasgow Barrowlands 04,59792,,26910830,UK,2004,0.0,17,"['Album', 'Unofficial Release']",['Rock'],"['Folk Rock', 'Blues Rock']","Born: May 24, 1941, Duluth, Minnesota, USA; singer, songwriter, ""song and dance man"".
Inducted into Songwriters Hall of Fame in 1982 and the Rock And Roll Hall of Fame in 1988 (Performer). Winner of the 2016 Nobel Prize in literature.
His first marriage was to [url=https://www.discogs.com/artist/2277063-Sarah-Dylan]Sara Dylan[/url] (November 1965 - divorced June 1977), together they have five children, including [a=Jesse Dylan] and [a=Jakob Dylan]. His second marriage was to [a=Carolyn Dennis] (4 June 1986 - divorced 7 August 1990)."
3D Echo,Outside The Box,580052,,15173191,UK,2004,0.0,9,"['Mini-Album', 'Stereo']",['Rock'],[],
