artist,country,city,latitude,longitude,address,state
Raven,United Kingdom,Newcastle,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Energetic Krusher,United Kingdom,Newcastle,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Bong,United Kingdom,Newcastle,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
The Wildhearts,United Kingdom,Newcastle,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Horrified,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Venom,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Pigs Pigs Pigs Pigs Pigs Pigs Pigs,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
The Animals,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Satan,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Warfare,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Tysondog,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Vashti Bunyan,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Rage,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Skyclad,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Lanterns on the Lake,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Roxy Music,United Kingdom,Newcastle upon Tyne,54.9738474,-1.6131572,"Newcastle upon Tyne, Tyne and Wear, North East, England, United Kingdom",North East
Joe Meek,United Kingdom,Newent,51.92365975,-2.392118168022077,"Newent, Forest of Dean, Gloucestershire, England, United Kingdom",Gloucestershire
Dub War,United Kingdom,Newport,51.5882332,-2.9974967,"Newport, Cymru / Wales, United Kingdom",Newport
Skindred,United Kingdom,Newport,51.5882332,-2.9974967,"Newport, Cymru / Wales, United Kingdom",Newport
Save Your Breath,United Kingdom,Newport,50.7003707,-1.2952039,"Newport, Isle of Wight, England, PO30 5HD, United Kingdom",England
Feeder,United Kingdom,Newport,51.5882332,-2.9974967,"Newport, Cymru / Wales, United Kingdom",Newport
Wunderhorse,United Kingdom,Newquay,50.4134414,-5.0848836,"Newquay, Cornwall, England, United Kingdom",Cornwall
Gama Bomb,United Kingdom,Newry,54.1775283,-6.337506,"Newry, County Down, Northern Ireland / Tuaisceart Éireann, United Kingdom",County Down
Sorry,United Kingdom,London,51.4893335,-0.1440550845276872,"TeamSport Edmonton, 30, Nobel Road, Eley Industrial Estate, London Borough of Enfield, London, Greater London, England, N18 3BA, United Kingdom",England
Sam Fender,United Kingdom,North Shields,55.0087655,-1.4471035,"North Shields, North Tyneside, Tyne and Wear, North East, England, NE29 0SZ, United Kingdom",England
Voices from the Fuselage,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
Dalis Car,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
Sacred Mother Tongue,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
High Tide,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
Bauhaus,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
Love and Rockets,United Kingdom,Northampton,52.23433665,-0.9028072768185827,"Northampton, West Northamptonshire, England, United Kingdom",West Northamptonshire
The Boy Will Drown,United Kingdom,Norwich,52.6285576,1.2923954,"Norwich, Norfolk, England, United Kingdom",Norfolk
Beth Orton,United Kingdom,Norwich,52.6285576,1.2923954,"Norwich, Norfolk, England, United Kingdom",Norfolk
Cassus,United Kingdom,Norwich,52.6285576,1.2923954,"Norwich, Norfolk, England, United Kingdom",Norfolk
Maths,United Kingdom,Norwich,52.6285576,1.2923954,"Norwich, Norfolk, England, United Kingdom",Norfolk
Warhorse,United Kingdom,Norwood Green,51.4966058,-0.3693772,"Norwood Green, London Borough of Ealing, London, Greater London, England, UB2 4HY, United Kingdom",England
Richard and Linda Thompson,United Kingdom,Notting Hill,51.5109995,-0.2055267,"Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2PA, United Kingdom",England
Richard Thompson,United Kingdom,Notting Hill,51.5109995,-0.2055267,"Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2PA, United Kingdom",England
Killing Joke,United Kingdom,Notting Hill,51.5109995,-0.2055267,"Notting Hill, Royal Borough of Kensington and Chelsea, London, Greater London, England, W11 2PA, United Kingdom",England
earthtone9,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Area 11,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
You Slut!,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Heresy,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Pitchshifter,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Church of the Cosmic Skull,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Hell,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Fudge Tunnel,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
London Grammar,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Jake Bugg,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Tindersticks,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
All the Empires of the World,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Heck,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Sleaford Mods,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Teeth of Lions Rule the Divine,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Desecrator,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Iron Monkey,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Sabbat,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Panchiko,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Amusement Parks On Fire,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Palm Reader,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Ten Years After,United Kingdom,Nottingham,52.9534193,-1.1496461,"City of Nottingham, Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
White Moth Black Butterfly,United Kingdom,Nottingham,53.1459288,-1.0214971168122484,"Nottinghamshire, East Midlands, England, United Kingdom",East Midlands
Eyeless In Gaza,United Kingdom,Nuneaton,52.5246182,-1.4684488,"Nuneaton, Nuneaton and Bedworth, Warwickshire, England, CV11 5AB, United Kingdom",England
Inspiral Carpets,United Kingdom,Oldham,53.5415797,-2.1147831,"Oldham, Greater Manchester, England, United Kingdom",Greater Manchester
Barclay James Harvest,United Kingdom,Oldham,53.5415797,-2.1147831,"Oldham, Greater Manchester, England, United Kingdom",Greater Manchester
The Elijah,United Kingdom,Oswestry,52.8603096,-3.0548201,"Oswestry, Shropshire, England, SY11 1PX, United Kingdom",England
David Thomas Broughton,United Kingdom,Otley,53.9055083,-1.6938874,"Otley, West Yorkshire, England, United Kingdom",West Yorkshire
Ride,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Supergrass,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Youthmovies,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Glass Animals,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
A Silent Film,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Swervedriver,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Foals,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Heavenly,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Stornoway,United Kingdom,Oxford,51.7520131,-1.2578499,"Oxford, Oxfordshire, England, United Kingdom",Oxfordshire
Robyn Hitchcock,United Kingdom,Paddington,51.5163047,-0.1792423,"Paddington, London, Greater London, England, W2 6QS, United Kingdom",England
Seal,United Kingdom,Paddington,51.5163047,-0.1792423,"Paddington, London, Greater London, England, W2 6QS, United Kingdom",England
Momus,United Kingdom,Paisley,55.8455828,-4.4239646,"Paisley, Renfrewshire, Alba / Scotland, PA1 1DG, United Kingdom",Scotland
Stealers Wheel,United Kingdom,Paisley,55.8455828,-4.4239646,"Paisley, Renfrewshire, Alba / Scotland, PA1 1DG, United Kingdom",Scotland
Paolo Nutini,United Kingdom,Paisley,55.8455828,-4.4239646,"Paisley, Renfrewshire, Alba / Scotland, PA1 1DG, United Kingdom",Scotland
Gerry Rafferty,United Kingdom,Paisley,55.8455828,-4.4239646,"Paisley, Renfrewshire, Alba / Scotland, PA1 1DG, United Kingdom",Scotland
Jem,United Kingdom,Penarth,51.4357312,-3.175096,"Penarth, Vale of Glamorgan, Cymru / Wales, United Kingdom",Vale of Glamorgan
Cate Le Bon,United Kingdom,Llandysul,52.0009562,-4.3914326,"Penboyr, Llangeler, Cwmpengraig, Sir Gaerfyrddin / Carmarthenshire, Cymru / Wales, SA44 5JE, United Kingdom",Wales
Thirteen Senses,United Kingdom,Penzance,50.1194794,-5.5352463,"Penzance, Cornwall, England, United Kingdom",Cornwall
Rick Wakeman,United Kingdom,Perivale,51.5364952,-0.3225887,"Perivale, Chilham Close, Perivale, London Borough of Ealing, London, Greater London, England, UB6 8AE, United Kingdom",England
Visions,United Kingdom,Peterborough,52.5725769,-0.2427336,"Peterborough, Cambridgeshire, Cambridgeshire and Peterborough, England, PE1 1XH, United Kingdom",England
The Wytches,United Kingdom,Peterborough,52.5725769,-0.2427336,"Peterborough, Cambridgeshire, Cambridgeshire and Peterborough, England, PE1 1XH, United Kingdom",England
Elton John,United Kingdom,Pinner,51.5968712,-0.3770142,"Pinner, London Borough of Harrow, London, Greater London, England, HA5 3AW, United Kingdom",England
Richard Hawley,United Kingdom,Pitsmoor,53.4005521,-1.4651422,"Pitsmoor, Sheffield, South Yorkshire, England, S3 9AU, United Kingdom",England
Helpless,United Kingdom,Plymouth,50.4323453,-3.7065511673134894,"Follaton, Plymouth Road, Totnes, South Hams, Devon, England, United Kingdom",Devon
Crazy Arm,United Kingdom,Plymouth,50.4323453,-3.7065511673134894,"Follaton, Plymouth Road, Totnes, South Hams, Devon, England, United Kingdom",Devon
Lostprophets,United Kingdom,Pontypridd,51.6001047,-3.3449362,"Pontypridd, Rhondda Cynon Taf, Cymru / Wales, United Kingdom",Rhondda Cynon Taf
In Case of Fire,United Kingdom,Portadown,54.4253079,-6.4448525,"Portadown, Northway, Portadown, County Armagh, Northern Ireland / Tuaisceart Éireann, BT62 1HX, United Kingdom",Northern Ireland
People In Planes,United Kingdom,Porthcawl,51.4795563,-3.7040704,"Porthcawl, Bridgend, Cymru / Wales, CF36 3AH, United Kingdom",Wales
Cranes,United Kingdom,Portsmouth,50.800031,-1.0906023,"Portsmouth, England, United Kingdom",Portsmouth
Bloodshot Dawn,United Kingdom,Portsmouth,50.800031,-1.0906023,"Portsmouth, Hampshire, England, United Kingdom",Hampshire
Acres,United Kingdom,Portsmouth,50.800031,-1.0906023,"Portsmouth, Hampshire, England, United Kingdom",Hampshire
Skrewdriver,United Kingdom,Poulton-le-Fylde,53.8461465,-2.9904844,"Poulton-le-Fylde, Wyre, Lancashire, England, FY6 7BL, United Kingdom",England
Xentrix,United Kingdom,Preston,53.7593363,-2.6992717,"Preston, Lancashire, England, United Kingdom",Lancashire
The Fall,United Kingdom,Prestwich,53.5304274,-2.2960186,"Prestwich, Bury, Greater Manchester, England, M25 3JT, United Kingdom",England
Stiltskin,United Kingdom,Primrose Hill,51.539048,-0.1624569053761,"Primrose Hill, Chalk Farm, London Borough of Camden, London, Greater London, England, NW8 7LS, United Kingdom",England
Fridge,United Kingdom,Putney,51.4625314,-0.2163018,"Putney, London Borough of Wandsworth, London, Greater London, England, SW15 1RG, United Kingdom",England
Sylosis,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Malefice,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Mike Oldfield,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Chapterhouse,United Kingdom,Reading,51.4564242,-0.9700664,"Reading, Berkshire, England, United Kingdom",Berkshire
Cyclamen,United Kingdom,Reading,51.4564242,-0.9700664,"Reading, Berkshire, England, United Kingdom",Berkshire
Sea Power,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Slowdive,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Exit Ten,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Renounced,United Kingdom,Reading,51.4564242,-0.9700664,"Reading, Berkshire, England, United Kingdom",Berkshire
Viatrophy,United Kingdom,Reading,51.4564242,-0.9700664,"Reading, Berkshire, England, United Kingdom",Berkshire
Ben Marwood,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Sundara Karma,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
The Arusha Accord,United Kingdom,Reading,51.45200635,-0.9684735493619272,"Reading, Oxfordshire, England, United Kingdom",Oxfordshire
Newton Faulkner,United Kingdom,Reigate,51.2376557,-0.2057067,"Reigate, Reigate and Banstead, Surrey, England, RH2 0AA, United Kingdom",England
Sad Lovers and Giants,United Kingdom,Rickmansworth,51.6401841,-0.4734045,"Rickmansworth, Swan Close, The Cedars Estate, Batchworth, Rickmansworth, Three Rivers, Hertfordshire, England, WD3 1AF, United Kingdom",England
Blind Faith,United Kingdom,Ripley,51.3002078,-0.4926788,"Ripley, Guildford, Surrey, England, United Kingdom",Surrey
Eric Clapton,United Kingdom,Ripley,51.3002078,-0.4926788,"Ripley, Guildford, Surrey, England, United Kingdom",Surrey
Feed The Rhino,United Kingdom,Rochester,51.3883811,0.504925,"Rochester, Kent, England, United Kingdom",Kent
Imogen Heap,United Kingdom,Romford,51.5760462,0.1822646,"Romford, Greater London, England, RM1 1RX, United Kingdom",England
The Pigeon Detectives,United Kingdom,Rothwell,53.7493842,-1.478151,"Rothwell, Leeds, West Yorkshire, England, LS26 0NX, United Kingdom",England
The Hurt Process,United Kingdom,Royal Tunbridge Wells,51.1371483,0.2673446,"Royal Tunbridge Wells, Tunbridge Wells, Kent, England, TN1 2DL, United Kingdom",England
James Morrison,United Kingdom,Rugby,52.3726682,-1.2620038,"Rugby, Warwickshire, England, United Kingdom",Warwickshire
Conjurer,United Kingdom,Rugby,52.3726682,-1.2620038,"Rugby, Warwickshire, England, United Kingdom",Warwickshire
Mithras,United Kingdom,Rugby,52.3726682,-1.2620038,"Rugby, Warwickshire, England, United Kingdom",Warwickshire
Spiritualized,United Kingdom,Rugby,52.3726682,-1.2620038,"Rugby, Warwickshire, England, United Kingdom",Warwickshire
Spacemen 3,United Kingdom,Rugby,52.3726682,-1.2620038,"Rugby, Warwickshire, England, United Kingdom",Warwickshire
Roy Harper,United Kingdom,Rusholme,53.4524593,-2.2188914,"Rusholme, Manchester, Greater Manchester, England, M14 5AU, United Kingdom",England
Ethereal Shroud,United Kingdom,Ryde,50.7299865,-1.1603699,"Ryde, Isle of Wight, England, United Kingdom",Isle of Wight
Her Words Kill,United Kingdom,St Albans,51.753051,-0.3379675,"St Albans, Hertfordshire, England, United Kingdom",Hertfordshire
Happy Mondays,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
New Order,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
Bad Lieutenant,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
The Ting Tings,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
Black Grape,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
Graham Nash,United Kingdom,Blackpool,53.817944,-3.050981,"Salford Road, Ellel, Galgate, Lancaster, Lancashire, England, LA2 0LN, United Kingdom",England
Joy Division,United Kingdom,Salford,53.4877463,-2.2891921,"Salford, Greater Manchester, England, United Kingdom",Greater Manchester
Jerusalem,United Kingdom,Salisbury,51.0690613,-1.7954134,"Salisbury, Wiltshire, England, United Kingdom",Wiltshire
Tokyo Blade,United Kingdom,Salisbury,51.0690613,-1.7954134,"Salisbury, Wiltshire, England, United Kingdom",Wiltshire
David Coverdale,United Kingdom,Saltburn-by-the-Sea,54.5846769,-0.9740921,"Saltburn by the Sea, Redcar and Cleveland, Tees Valley, England, TS12 1EB, United Kingdom",England
Fischer-Z,United Kingdom,Sandhurst,51.35029905,-0.7872655371422702,"Sandhurst, Bracknell Forest, Berkshire, England, United Kingdom",Berkshire
Mastersystem,United Kingdom,Selkirk,55.5470714,-2.8415411,"Selkirk, Scottish Borders, Alba / Scotland, TD7 4BT, United Kingdom",Scotland
Owl John,United Kingdom,Selkirk,55.5470714,-2.8415411,"Selkirk, Scottish Borders, Alba / Scotland, TD7 4BT, United Kingdom",Scotland
Frightened Rabbit,United Kingdom,Selkirk,55.5470714,-2.8415411,"Selkirk, Scottish Borders, Alba / Scotland, TD7 4BT, United Kingdom",Scotland
Bruford,United Kingdom,Sevenoaks,51.27452185,0.1961165562194977,"Sevenoaks, Kent, England, United Kingdom",Kent
Arctic Monkeys,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Nai Harvest,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Jarvis Cocker,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Hidden Mothers,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
The Long Blondes,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Bal-Sagoth,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Black Spiders,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Bring Me The Horizon,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Regal Worm,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Clock DVA,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
The Comsat Angels,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
The Last Shadow Puppets,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Pulp,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Def Leppard,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
While She Sleeps,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
65daysofstatic,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Malevolence,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Slow Club,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Joe Cocker,United Kingdom,Sheffield,53.3806626,-1.4702278,"Sheffield, South Yorkshire, England, United Kingdom",South Yorkshire
Egypt,United Kingdom,Shepherd's Bush,51.5040544,-0.2247685487068974,"Dorsett Shepherds Bush London, 58, Shepherds Bush Green, Shepherd's Bush, London Borough of Hammersmith and Fulham, London, Greater London, England, W12 8QE, United Kingdom",England
Bonnie Tyler,United Kingdom,Skewen,51.6570639,-3.8469047,"Skewen, Neath Port Talbot, Cymru / Wales, SA10 6DP, United Kingdom",Wales
22-20s,United Kingdom,Sleaford,52.99965,-0.4095586,"Sleaford, North Kesteven, Lincolnshire, England, United Kingdom",Lincolnshire
Clare Maguire,United Kingdom,Solihull,52.4130189,-1.7768935,"Solihull, West Midlands, England, United Kingdom",West Midlands
David Gray,United Kingdom,Solva,51.8735554,-5.1979167,"Solva, Pembrokeshire, Cymru / Wales, SA62 6TA, United Kingdom",Wales
Landscapes,United Kingdom,Bridgwater,51.16175085,-3.0753867062227487,"Somerset, England, United Kingdom",Somerset
The Mob,United Kingdom,Yeovil,51.16175085,-3.0753867062227487,"Somerset, England, United Kingdom",Somerset
Ozric Tentacles,United Kingdom,Glastonbury,51.16175085,-3.0753867062227487,"Somerset, England, United Kingdom",Somerset
Fat Dog,United Kingdom,London,51.4893335,-0.1440550845276872,"Islamic Centre of England, Kilburn High Road, South Hampstead, London Borough of Camden, London, Greater London, England, NW6 5SE, United Kingdom",England
Dry Cleaning,United Kingdom,London,51.4893335,-0.1440550845276872,"South, Topping Lane, Cowley, London Borough of Hillingdon, London, Greater London, England, UB8 3FG, United Kingdom",England
Kero Kero Bonito,United Kingdom,Bromley,51.53535095,-0.1891862591584185,"Islamic Centre of England, Kilburn High Road, South Hampstead, London Borough of Camden, London, Greater London, England, NW6 5SE, United Kingdom",England
Green Lung,United Kingdom,London,51.4893335,-0.1440550845276872,"South, Topping Lane, Cowley, London Borough of Hillingdon, London, Greater London, England, UB8 3FG, United Kingdom",England
The Sound,United Kingdom,London,51.4893335,-0.1440550845276872,"Islamic Centre of England, Kilburn High Road, South Hampstead, London Borough of Camden, London, Greater London, England, NW6 5SE, United Kingdom",England
Shame,United Kingdom,London,51.4893335,-0.1440550845276872,"Islamic Centre of England, Kilburn High Road, South Hampstead, London Borough of Camden, London, Greater London, England, NW6 5SE, United Kingdom",England
To-Mera,United Kingdom,Benson,51.6366088,-1.0804971850045213,"South Oxfordshire, Oxfordshire, England, United Kingdom",Oxfordshire
Angelic Upstarts,United Kingdom,South Shields,54.9987414,-1.4321848,"South Shields, South Tyneside, Tyne and Wear, North East, England, NE33 1NF, United Kingdom",England
Dream State,United Kingdom,Swansea,51.6195955,-3.9459248,"South Wales Police Headquaters, Cowbridge Road, Coychurch Lower, Bridgend, Cymru / Wales, CF31 3BH, United Kingdom",Wales
Casey,United Kingdom,Bridgend,51.499088150000006,-3.565490101910525,"South Wales Police Headquaters, Cowbridge Road, Coychurch Lower, Bridgend, Cymru / Wales, CF31 3BH, United Kingdom",Wales
Venom Prison,United Kingdom,Cardiff,51.4816546,-3.1791934,"South Wales Police Headquaters, Ogmore Crescent, Bridgend Industrial Estate, Coychurch Lower, Bridgend, Cymru / Wales, CF31 3TH, United Kingdom",Wales
Creeper,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Dead!,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
IQ,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Band of Skulls,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Aqualung,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
"Our Hollow, Our Home",United Kingdom,Southampton,50.8995203,-1.3275406,"Southampton, Bursledon Road, Old Netley, Bursledon, Hedge End, Southampton, Hampshire, England, SO19 8NJ, United Kingdom",England
Moss,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Bury Tomorrow,United Kingdom,Southampton,50.8995203,-1.3275406,"Southampton, Bursledon Road, Old Netley, Bursledon, Hedge End, Southampton, Hampshire, England, SO19 8NJ, United Kingdom",England
Howards Alias,United Kingdom,Southampton,50.8995203,-1.3275406,"Southampton, Bursledon Road, Old Netley, Bursledon, Hedge End, Southampton, Hampshire, England, SO19 8NJ, United Kingdom",England
Desolated,United Kingdom,Southampton,50.8995203,-1.3275406,"Southampton, Bursledon Road, Old Netley, Bursledon, Hedge End, Southampton, Hampshire, England, SO19 8NJ, United Kingdom",England
Delays,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Our Time Down Here,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
Power Quest,United Kingdom,Southampton,50.9025349,-1.404189,"Southampton, England, United Kingdom",Southampton
